Job_name,Job_description,Posting_date,Experience,Location,Company_name,Job_application_link,Type
DeFi Software Engineer (Strategy Development),"DeFi Software Engineer (Strategy Development) – Fully Remote About the Business Durlston Partners are representing a high-frequency trading firm operating 24/7/365 in the global cryptocurrency markets, with offices in New York and Hong Kong. Their team is composed of world-class talent across five continents, is one of the largest participants in the crypto market, trading a significant share of market turnover. About the Role This is an exciting opportunity, reporting into the CTO, to develop trading systems for cryptocurrencies in the rapidly evolving digital asset space. You will work closely with traders and experienced developers to enhance our DeFi connectivity and infrastructure, building mission-critical applications and tools for trading. This is a flexible, cross-functional role, where you’ll collaborate across multiple teams on tasks such as: DeFi order management Blockchain and mempool inspection Wallet management and security Blockchain node management DeFi arbitrage desk construction Role Responsibilities Develop and maintain DeFi order management tools using Python and TypeScript Build and support our DeFi trading core systems Manage and optimize our DeFi infrastructure, including blockchain nodes, validators, and secure environments Contribute to the design and security of our wallet management systems Analyze new DeFi projects, assess requirements, and set integration timelines Identify opportunities for system improvements Troubleshoot system issues as they arise Engage with the team in system design discussions, code reviews, and trading strategy brainstorms Role Requirements 5+ years of software engineering experience with Python and TypeScript 3+ years developing blockchain-related applications, including smart contracts or applications that interact with them Deep knowledge of popular blockchain protocols (e.g., Bitcoin, Ethereum, Solana, Avalanche) Strong programming skills with expertise in data structures and algorithms A balance between writing clean, testable, reliable code and rapidly deploying new features to seize market opportunities A reliable, detail-oriented mindset, with a strong sense of ownership over the systems you develop Excellent communication skills to articulate software concepts and designs clearly A Bachelor’s degree (or higher) in Computer Science, Software Engineering, or a related field with outstanding results Bonus: Experience developing in C++ Apply if you are passionate about the cutting edge of DeFi, an",N/A,5+ years of software engineering experience with,"250000; Australia, Hong Kong, Remote, Singapore",Durlston Partners,https://durlstonpartners.com/jobs/defi-software-engineer-strategy-development/,Remote
Senior Rust Engineer,"Work remotely and build the orderbook for a decentralised exchange in Rust! Did employers learn nothing from the pandemic, for what they need to do to gain access to some of the best Software Engineers in the world? If you’re currently working for a firm which isn’t continuing to give you the flexibility you’d like; this could be a good fit for you. You’ll be joining a lean team of engineers who are predominantly based in Europe, so it’ll be useful for you to be based -/+ 3 hours from UTC. They pride themselves on bullet-proof computer science fundamentals, collaboratively solving problems and shipping new features for a decentralised trading venue. What can they be flexible on? You might currently speak fluent C++ or Java but they’d be happy to interview you, providing you’re happy with the following points: You back yourself to complete an interview process in Rust (which will include a take home assignment) You have built a high performance execution engine in either crypto or TradFi before What they can’t be flexible on? You needing an office Sponsorship; you’ll need to have the right to work where you are based currently If you have no experience building an execution engine before Keen to work remotely and develop expertise in Rust’s ecosytem whilst building one of the most promising projects in DeFi? Please apply!",N/A,N/A,"USD 200,000 Base + Tokens; Europe, Remote",Durlston Partners,https://durlstonpartners.com/jobs/senior-rust-engineer/,Remote
Finance Data Scientist (LLM),"Up to $180k base + Bonus. Looking for Finance Data Scientist for a discreet fund in the UAE, sitting at the intersection of AI and Investment. This position is dedicated to refining and enhancing outputs from large language models (LLMs) for financial applications, ensuring that the content is accurate, coherent, and logically consistent. Key Responsibilities Oversee and enhance the quality control processes for financial content generated by LLMs Create and implement data pipelines for the processing and analysis of financial text data Work closely with the algorithm team to improve model performance and accuracy Provide domain expertise to enhance the representation of financial knowledge in LLM outputs Develop and apply quality metrics to assess model outputs Engage in development cycles and knowledge-sharing sessions with technical teams Required Qualifications Bachelor’s degree in Finance, Economics, Computer Science, or a related discipline. Masters is a plus. 2+ years of professional experience in finance (funds, banks, fintech etc) or data science firms for finance. Strong grasp of macroeconomics, financial markets, and investment principles Experience with Python programming, particularly with pandas and data processing libraries Experience with machine learning libraries and frameworks Understanding of financial data sources and APIs Capability to design and implement data pipelines and workflows effectively Exceptional analytical and problem-solving abilities Strong communication skills with the ability to convey complex financial concepts clearly Preferred Qualifications Familiarity with LLM fine-tuning and optimisation techniques Knowledge of NLP methods",N/A,2+ years of professional experience in finance (,Dubai,Durlston Partners,https://durlstonpartners.com/jobs/finance-data-scientist-llm/,Onsite
Senior Front End Engineer,"Become employee #9 for a DeFi Exchange? When it comes to teams in the crypto space, not all are made equal. Some don’t have the right backing, because the market doesn’t want what they’re building. Others have great backing but don’t have the right execution. This team has the right backing AND the right execution. I’ve been recruiting for crypto firms for almost 8 years and have yet to see a team backed by so many of the biggest names in the industry, with real A-players responsible for building the product. Sure, the headcount is currently small but the backing is mighty and there are unlikely to be many opportunities giving you the chance to have this amount of impact. “Cool, so what will I be doing?” You’ll be employee #9 of a firm building brand new services which will be powering onchain transactions. It’s likely to be a good fit for you if you love owning and shipping new features as quickly as possible, especially if you’d like to do so using modern web technologies. This may include: Creating a real-time UI for use by external trading counterparties, ensuring load times that are as fast as possible Implementing Web3 functionality; interacting with smart contracts, and handling transactions using libraries like web3.js or ethers.js “How do I know if I’m a good fit?” You’ve built high-performance UIs for real-time systems before; it’s likely you’ll have done this in the quantitative trading space You’re comfortable working asynchronously with remote team members You pride yourself on having bullet-proof Computer Science fundamentals which may or may not have come from a top school You know modern JavaScript frameworks inside out and have a strong track record creating dynamic and scalable UIs You have a demonstrable interest in working in crypto to tackle novel engineering problems",N/A,8 years and have yet to see a team backed by so,"USD 200,000 Base + Tokens; Remote, USA",Durlston Partners,https://durlstonpartners.com/jobs/senior-front-end-engineer/,Remote
Lead UI/UX Engineer,"Firm: Leading systematic fund in the UAE Role: Lead UI/UX role, leading the design and development high-performance dashboards and user interfaces for real-time execution monitoring. Responsibilities: Develop and maintain sleek, responsive UIs and dashboards for the execution team. Collaborate with traders and strategy developers to ensure seamless integration with backend systems. Build real-time data-driven interfaces, focusing on user-friendly and efficient design. Requirements: Proven expertise in React and TypeScript/JavaScript. Experience building interfaces and dashboards for front-office or trading teams. Strong understanding of real-time data systems and their complexities. Bonus: Experience integrating frontend systems with backend trading systems. Excellent communication skills for working with stakeholders in fast-paced environments. Tech Stack: React, TypeScript/JavaScript, Python Perks: Up to $300k TC, 0% tax, 100% sunshine, full relocation support for you and your family. Right role, wrong location? Please reach out for further information on what a relocation to the UAE could look like for you and your family. Top international schools, low crime rates, and a strong sense of community appeal to many – but if you’re comfortable where you are please do reach out over email to discuss opportunities in your region.",N/A,N/A,"Abu Dhabi, Dubai",Durlston Partners,https://durlstonpartners.com/jobs/senior-ui-ux-engineer/,Onsite
C++ Software Developer,"Senior C++ Developer – High-Frequency Trading Firm (HFT) – London or Singapore (remote)– Up to £200k base A leading trading firm based in London is seeking highly skilled Senior C++ Developers to join their expanding team. The company specializes in cutting-edge, algorithmic trading solutions for digital assets, focusing on enhancing performance through data-driven analysis, low-latency infrastructure, and innovative technologies. Role Overview: In this role, you will be responsible for designing and implementing high-performance trading platforms that process large volumes of data from global exchanges. You will optimize these platforms through advanced systems programming and minimize latency to ensure precision and reliability. You will also contribute to performance analysis and work on tools that track and measure system throughput. Key Responsibilities: Design and develop a high-frequency trading platform Integrate quotes and trades from multiple exchanges around the world Disseminate orders to exchanges with precision and speed Optimize systems with network programming and latency-reduction techniques Analyze the platform’s performance and identify areas for improvement Develop tools for real-time performance tracking and diagnostics Contribute to the growth of the engineering team, including participation in the interviewing process Qualifications: A degree in Computer Science or a related field 8-10 years of experience in software engineering, particularly in C++ development Strong expertise in data structures, algorithms, and object-oriented programming (C++) Proficiency in English and Mandarin (requirement for Singapore location) Ability to manage multiple tasks in a fast-paced environment Working knowledge of Linux and experience in scripting languages like Python or Shell is beneficial Excellent problem-solving abilities and attention to detail Experience with cloud infrastructure and statistical performance analysis is beneficial Knowledge of financial markets, especially digital or cryptocurrency markets, is a plus but not required",N/A,8-10 years,"London, Singapore, UK",Durlston Partners,https://durlstonpartners.com/jobs/senior-c-developer/,Remote
Remote Software Engineer,Up to £140k + Stock Options. Remote Golang Engineer – FinTech Startup – Up to £140k base + Stock Options Our client is an early stage Fintech Startup led by a Team of Developers with backgrounds in the trading industry building cross-border payment technology. The firm went live quite recently and has already attracted a good amount of investments and secured key clients – More than 50% of the team is in Tech and they are further investing in this function to sustain their growth. What will you be doing: Work on both design and implementation of new solutions to improve the platform’s offering Build highly scalable/ resilient code to process 100’s thousands requests at high speed Come up with ideas to improve the platform Tech Stack: Backend: Golang – Frontend: React Kafka / gRPC for messaging All code runs on K8s on AWS with ArgoCD and Terraform to manage infra and CI / CD pipelines Requirements: Experience designing and implementing projects independently Professional experience building high-throughput / scalable systems in Golang Experience working in a startup / Fintech is a plus bot not mandatory Benefits: Fully remote work – any time-zone between Lisbon and Dubai Home office set up (Up to $2000 USD) Equity scheme,N/A,N/A,Europe,Durlston Partners,https://durlstonpartners.com/jobs/remote-software-engineer/,Remote
Java Developer – Systematic Hedge Fund,"Up to £130k + Bonus. Junior / Mid Software Engineer – Systematic Hedge Fund – Up to £180k TC My client is a systematic hedge fund hiring a junior / mid software engineer to join the core tech team – this is a small team (<10 people) headed by the CTO (10+yoe in the buy side industry). You will be building and optimising their risk platform (a low latency, distributed system calculating RTR for cross-asset strategies) and regularly interface with Quants from trading pods. What’s in it for you: Working and learning from senior developers with multiple yoe in buy and sell side industry Exposure to front office and opportunity to join a trading team further down the line Building business critical application impacting all of the firm’s trading activity Requirements: Experience building and optimising high-throughput systems in Java Background in Middle Office / Front Office preferred No exp / knowledge of Risk needed Exposure to Frontend tech (React ideally) would be ideal Interested in learning more? Apply now! We’ll get back to all shortlisted profiles within 48 working hours.",N/A,N/A,London,Durlston Partners,https://durlstonpartners.com/jobs/java-developer-systematic-hedge-fund/,Onsite
Full Stack Engineer (Java / React),"Up to £120k + Bonus. My client is a well-established multi-strategy hedge fund hiring for a Junior / Mid Level Full Stack Engineer. You’ll work in a flat-structured, centralised tech team (<10 people) headed by the CTO. They’re responsible for building tech solutions across multiple verticals (Trading, Risk, Operations…) and have direct exposure to Portfolio Managers. You will be working on data heavy applications and build responsive UIs for Portfolio Managers. The firm average retention rate for engineers is 5+ years, they use a modern tech stack (Java21 / AWS / Docker / K8s) and devs work directly with end users (they don’t employs product / project managers). Requirements: Commercial experience in React (UI, data visualisation) and Java Any experience with cloud tech / distributed systems is highly valued Experience in finance is ideal but not mandatory – a demonstrable interest is though Apply now to learn more about this opportunity!",N/A,"5+ years, they use a modern tech stack (Java21 /",London,Durlston Partners,https://durlstonpartners.com/jobs/full-stack-engineer-java-react/,Onsite
Options Strategist,"$350k+. Options Strategist A senior team is looking for an Options Strategist to join their mission of establishing a comprehensive options trading capability. This team focuses on systematic options trading within the group and aims to implement strategies across a wide array of asset classes, including equities, FX, and commodities. The strategist will be instrumental in developing options trading strategies that align with the fund portfolio. This is a pivotal moment to join, with the team and platform in the early stages, offering an opportunity to influence the future direction. Key Responsibilities: Identify trading opportunities by analyzing market trends Engage in alpha research and strategy development, including idea generation and quantitative analysis Conduct extensive back-testing and performance evaluation Execute systematic trading with medium holding periods Initially concentrate on equities, with plans to expand into FX and commodities Essential Qualifications: Proven experience in executing systematic options trading strategies Advanced degree (MSc/PhD) in a quantitative field such as Computer/Data Science, Physics, Statistics, Applied Math, or Finance Over 5 years of experience in financial markets Strong programming skills in Python, R, or similar languages Entrepreneurial mindset and approach",N/A,5 years of experience in financial markets Stro,"Abu Dhabi, Dubai, Florida, Geneva, Hong Kong, London, New York",Durlston Partners,https://durlstonpartners.com/jobs/options-strategist/,Onsite
Senior Business Analyst (Fixed Income),"Up to £130,000 + bonus. Business Analyst – Fixed Income Data Ops – London – Up to £130k + bonus Join our client as a Fixed Income Analyst to power their dynamic data operations team, fuelling their enterprise platform with top-tier security analytics. You’ll be the backbone of Global Fixed Income, collaborating with Portfolio Management, Quant, and Credit Research teams to optimise their Fixed Income Front Office tech solutions. At this client, they’re shaping the future of finance with bold investments in technology and data. Collaboration is key, and we’re seeking curious minds eager to learn and grow together. Responsibilities: Solve complex problems using logic, analysis, and business savvy. Maintain transparent operations for daily deliveries. Ensure mission-critical software and data meet SLAs. Cultivate relationships with global teams to support data needs. Drive results with high energy and strong interpersonal skills. Independently troubleshoot and resolve data anomalies. Qualifications: 3-6 years of operational experience. Strong academic background in Finance, Mathematics, or similar. Proficiency in data analysis tools (SQL, Excel, Python). Familiarity with Fixed Income analytics platforms like Bloomberg PORT. Preferred: Experience with various Fixed Income instruments and portfolio accounting systems. If you’re ready to make an impact in a collaborative environment and drive innovation in the asset management industry, we want to hear from you!",N/A,3-6 years,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/fixed-income-analyst/,Onsite
Systematic Portfolio Manager,"Established Portfolio Manager/Trader with Proven Expertise Major Buy Side client look for an established Portfolio Manager/Trader with a distinguished 5+ year track record in the financial markets. This role is designed for a seasoned professional who has demonstrated expertise in designing, developing, and managing highly profitable systematic trading strategies across diverse markets, including US Cash Treasury and Futures, Foreign Exchange, Equities, and Commodities. The ideal candidate is a strategic thinker who has excelled in trading strategy design and research. Proficiency in high-level programming languages such as C++ and Python is essential. The role demands collaboration with our technology and trading experts to implement strategies effectively in production environments. Key Contributions & Experience: Proven track record of at least 5 years in portfolio management and trading, with a focus on systematic strategies in various asset classes. Demonstrated ability to maintain and improve a 3+ Sharpe Ratio, ensuring fully automated, high-frequency to mid-frequency trading strategies, including overnight positions. Experience in managing strategies for CME Futures (all asset classes) and Cash US Treasuries. Qualifications: Educational Background: Bachelor’s, Master’s, or Ph.D. in Engineering, Mathematics, Physics, Statistics, or Computer Science. Seniority: Minimum of 5 years of experience in a relevant role, preferably on a proprietary, quantitative, or electronic trading desk (investment bank, hedge fund, etc.). Skills: – In-depth experience in alpha generation and portfolio management. – Advanced programming skills in C++ and Python. Familiarity with Linux and code repository management is a plus. – A driven, self-motivated personality with a creative approach to problem-solving. – Strong communication skills, capable of presenting complex strategies in a clear and confident manner. This position offers an exciting platform for a seasoned Portfolio Manager/Trader to continue their successful career trajectory in a dynamic and supportive environment. Be part of a team where your skills and experience are valued and where you can make a significant impact.",N/A,5+ year track record in the financial markets,"Abu Dhabi, Dubai, London, Middle East, New York, Singapore, UK, Zug",Durlston Partners,https://durlstonpartners.com/jobs/systematic-portfolio-manager/,Onsite
C++ Team Lead,"Up to £180,000 + bonus. C++ Team Lead – High-Frequency Trading (HFT) Fund – Fully Remote Are you an exceptional C++ developer with a proven track record in the fast-paced world of High-Frequency Trading (HFT)? Do you thrive on pushing the boundaries of low-latency systems to gain a competitive edge? If so, we want to hear from you! We are a leading and secretive HFT fund, leveraging cutting-edge technology to stay ahead in the dynamic financial markets. Our commitment to innovation and excellence has positioned us as a trailblazer in the industry. As a C++ Team Lead, you will play a pivotal role in shaping the technology strategy for our HFT operations. You will lead a highly skilled team of C++ developers in designing, implementing, and optimizing low-latency trading systems. This fully remote position offers a unique opportunity to contribute to the success of a top-tier HFT fund from the comfort of your own home. Responsibilities: Lead a team of C++ developers in designing, developing, and optimizing high-performance, low-latency trading systems. Collaborate with quantitative researchers, traders, and other stakeholders to understand requirements and implement solutions. Provide technical leadership, mentorship, and guidance to the team to ensure the delivery of high-quality software. Stay abreast of industry trends, emerging technologies, and best practices to continually enhance the efficiency and performance of our trading systems. Collaborate with cross-functional teams to drive innovation and maintain a competitive edge in the HFT landscape. Requirements: Proven experience as a C++ developer in a high-frequency trading environment. Strong understanding of low-latency system design and optimization techniques. Previous experience leading or managing a team of developers in a fast-paced and collaborative environment. Excellent problem-solving skills and the ability to thrive in a results-driven culture. Solid understanding of financial markets and trading concepts. Effective communication skills and the ability to collaborate with diverse teams. Note: Due to the confidential nature of our operations, candidates may be asked to sign a non-disclosure agreement (NDA) during the interview process.",N/A,N/A,"Amsterdam, Australia, Berlin, Cayman Islands, Dubai, Europe, France, Hong Kong, Japan, Middle East, Munich, Netherlands, Portugal, Remote, Singapore, Switzerland, UK, USA, Zurich",Durlston Partners,https://durlstonpartners.com/jobs/c-plus-plus-team-lead/,Remote
C++ Engineer,"Up to £750,000 TC. C++ Engineer (HFT) – Boutique Prop Trading firm – Amsterdam/London – Up to £750k+ A C++ Engineer role for a Prop Trading Firm where you will collaborate with the Trading System team to create and enhance trading systems across diverse markets. This role involves extensive technical research and close collaboration with our quantitative analysts. This opportunity is based in Amsterdam, but the business is happy to relocate and sponsor suitable candidates from London/abroad. The business has developed state-of-the-art infrastructure built by ACM ICPC World Champions and experienced Engineers from the top Prop firms globally. They trade every asset class and some crypto but are looking to venture into emerging markets. Culture: The setup of the business is small collaborative teams, where you aren’t restricted to working on specific areas, you have full reign covering everything from idea generation to implementation and monitoring of live strategies. They heavily leverage ML within their infrastructure which has proven to give them a significant edge in the market. They have plenty of support in place with centralised functions providing all the tools and infrastructure you need to focus on the more important and interesting aspects of research. Requirements: A minimum of 3 years of professional experience as a C++ developer. Proficient in C++/modern C++ (C++17 and newer). Solid understanding of computer systems, including operating systems, networks, and performance optimization. Linux expertise is essential. Proven experience contributing to projects with complex architectures and high loads. Strong expertise in algorithms and data structures. Benefits: Can offer large guaranteed comp (and maybe profit share) for the right candidate. Offer sponsorship, relocation packages, secure property, provide moving services and help with the tax discount setup. High impact roles with very strong engineering and infrastructure teams. Lots of company trips and internal competitions with great prizes (holidays etc). For more information or a discrete discussion about opportunities similar to the above, please feel free to get in touch at max@durlstonpartners.com **Significant compensation on offer for any referrals for this position**",N/A,3 years of professional experience as a C++ dev,Amsterdam,Durlston Partners,https://durlstonpartners.com/jobs/c-engineer-2/,Onsite
Machine Learning Researcher – HFT,"£750k+ TC. ML Researcher (HFT) – Boutique Prop Trading firm – Amsterdam/London – Up to £750k+ A Machine Learning Researcher role for a Prop Trading Firm, being instrumental in pioneering research and advancing the development of high-frequency trading (HFT) strategies through the application of ML, DL, and RL techniques. Your specialised knowledge will drive the automation of the quest for optimal trading strategies, ensuring our sustained success in the dynamic realm of finance. This opportunity is based in Amsterdam, but the business is happy to relocate and sponsor suitable candidates from London/abroad. The business has developed state-of-the-art infrastructure built by ACM ICPC World Champions and experienced Engineers from the top Prop firms globally. They trade every asset class and some crypto but are looking to venture into emerging markets. Culture: The setup of the business is small collaborative teams, where you aren’t restricted to working on specific areas, you have full reign covering everything from idea generation to implementation and monitoring of live strategies. They heavily leverage ML within their infrastructure which has proven to give them a significant edge in the market. They have plenty of support in place with centralised functions providing all the tools and infrastructure you need to focus on the more important and interesting aspects of research. Requirements: Possess a minimum of 3 years of experience within a high-performing ML team, refining your skills and expertise; Demonstrate a robust understanding of mathematical statistics and probability theory to make informed, data-driven decisions; Exhibit proficiency in Python programming for the effective implementation of ML algorithms; Showcase exceptional problem-solving abilities and thrive in a fast-paced environment; Benefits: Can offer large guaranteed comp (and maybe profit share) for the right candidate. Offer sponsorship, relocation packages, secure property, provide moving services and help with the tax discount setup. High impact roles with very strong engineering and infrastructure teams. Lots of company trips and internal competitions with great prizes (holidays etc). For more information or a discrete discussion about opportunities similar to the above, please feel free to get in touch at max@durlstonpartners.com **Significant compensation on offer for any referrals for this position**",N/A,3 years of experience within a high-performing,Amsterdam,Durlston Partners,https://durlstonpartners.com/jobs/machine-learning-researcher-hft/,Onsite
Python Risk Developer,"Up to £200,000 TC. I’m currently working closely with a well established prop trading firm both systematic and discretionary, that have offices across London and Geneva. They benefit massively from the commitment of its main investor, a leading shipping company with more than 40 years of expertise in bulk and wet freight. Their focus is currently on commodities, with one systematic desk and are looking to diversify aggressively with the ambition to become a regulated Hedge Fund in the near future. Role: Python Risk Developer Salary: £200,000 TC Location: London Key Requirements: Tech ability in python is the main criteria: Experience working on application layers, using dashboard etc. Experience in Risk is highly beneficial Commodities experienced preferred, experience in development essential",N/A,40 years of expertise in bulk and wet freight,London,Durlston Partners,https://durlstonpartners.com/jobs/python-risk-developer-2/,Onsite
Software Engineer,"Client: We are working with a relatively new (and wildly successful) systematic hedge fund, launched by the ex-partners of a tier-1 player. Joining this firm presents the opportunity to shape the trajectory of their trading technology, within a close-knit highly collaborative team. You’ll be collaborating closely with researchers, assist in the integration of new datasets, and take ownership of enhancing their reference data systems. Role: Software Engineer (Python) Salary: Base up to $300k + bonus Location: New York (4 days in office) Tech stack: Python, SQL Seeking: Highly proficient in Python, SQL Deep knowledge of financial instruments, market data and data vendors Ability to design and implement high-performance, scale-able data solutions Excellent communication skills and collaborative mindset Strong BSc/MSc degree in Computer Science (or other STEM discipline) Offering: Up to $500k TC (or + for seriously strong players) Ambitious, high-calibre team environment Benefits – market leaders For immediate feedback and to avoid disappointment, please apply now. We will respond to all successful candidates shortlisted for this opportunity within 3 days and would advise all candidates to follow our company page for all the latest opportunities.",N/A,N/A,New York,Durlston Partners,https://durlstonpartners.com/jobs/software-engineer-2/,Onsite
ESG Senior Project Manager/Business Analyst,"£120,000 + Bonus. Are you a seasoned professional looking to make a significant impact in the world of ESG? Position: ESG Senior Project Manager/Business Analyst In this pivotal role, you’ll be the driving force behind our ESG agenda, planning, implementing, and managing a variety of projects that align with our sustainability goals. Your expertise in project management, deep understanding of ESG principles, and ability to build robust stakeholder relationships will be instrumental in shaping our sustainable future. Key Responsibilities: Collaborate with business and technology teams to conduct in-depth analysis and produce high-quality project artifacts. Build subject matter expertise in key Investments areas, influencing and providing transparency across various projects. Lead collaborative partnerships across multiple business units, ensuring alignment with legal, compliance, and company-wide initiatives. Oversee the collection of ESG data, ensuring accuracy, transparency, and compliance with reporting standards. Integrate ESG considerations into decision-making processes, corporate policies, and governance structures. Requirements: 10+ years of Asset Management experience. Proven track record in Front Office Investment Management project delivery and business analysis. Excellent communication and problem-solving skills. Experience in facilitating stakeholder meetings and presenting to senior management. Proficiency in Microsoft Project, Excel, PowerPoint, and SharePoint",N/A,10+ years of Asset Management experience,"London, UK",Durlston Partners,https://durlstonpartners.com/jobs/esg-senior-project-manager-business-analyst/,Onsite
C++ Software Engineer,"The chance to be a C++ Developer for a Dubai based Prop Trading Firm Specializing in Digital Assets? Dubai, often considered a global financial hub, is actively striving to secure this title. Its allure lies in zero taxes and year-round sunshine, factors that effortlessly attract top-tier talent while fostering an environment where smaller firms can flourish without facing price competition from industry giants. I am collaborating with an emerging proprietary trading company in Dubai, which is currently in its early stages of development. They are actively seeking dynamic C++ Developers to join their exceptionally skilled team and create trading platforms from the ground up. Relocating to one of the world’s safest cities, while simultaneously doubling your income, appears to be an obvious decision. However, this opportunity offers much more than just financial gain. In addition to the remarkable potential for growth and the substantial support from two prominent figures in the cryptocurrency world, this role presents a unique chance to acquire equity in a leading proprietary trading firm. Moreover, it allows you to enrich your professional portfolio by contributing to the creation of trading systems from scratch, setting you apart from many C++ developers who primarily optimise existing systems. Your role will be pivotal in the continuous enhancement, development, and maintenance of their current trading systems, ensuring efficiency and reliability to uphold their competitive edge. If you possess: A Computer Science degree or a related field from a prestigious university. Three years of commercial experience in C++ development. Proficiency in C++ within a Linux environment. Familiarity with Python (a bonus). A solid background in proprietary trading, market-making, or cryptocurrency firms. Exceptional communication skills. Why should you apply for this role with my client? Contribute to the creation of innovative and exciting projects. Secure equity in a leading proprietary trading firm, on top of a competitive base salary and bonus structure. Enjoy life in the world’s safest and cleanest city. Access global health insurance coverage for both yourself and your family. This opportunity offers you an exciting path to advance your career in the dynamic world of digital asset trading.",N/A,N/A,Dubai,Durlston Partners,https://durlstonpartners.com/jobs/c-software-engineer/,Onsite
Model Engineer,"Client: We’re working with a California based Autonomous Driving startup whose mission is to make self-driving for everyone. They build autonomous driving software for automakers, based on a breakthrough in artificial intelligence that finally makes highway autonomy safe and scalable for the consumer car market. They specialize in retrofitting existing vehicles with autonomous driving technology. This means they aim to make self-driving capabilities available for vehicles that were not originally designed for autonomous operation. The team takes charge of both innovation and product development, tackling intricate challenges with pioneering technology while ensuring it’s ready for millions of customers. Due to the background of the business’s founders and subsequent hires, they’ve already gone through several rounds of funding and are close to a monetization event (i.e your equity will mean something!). They have a unique USP which I can’t reveal till we speak on the phone. Role: Model Engineer Tech: Java or Python Location: Mountain View (Relocation packages available) Salary: Up to $275,000 Base + Equity In this role, you will play a pivotal role in building and testing the models that literally drive our vehicles. Requirements: Coding experience in Java, or Python. Professional experience working with real-world, physical data. Experience putting new models and code intro production Strong programming skills in object-oriented languages (functional programming is a plus) Ability to debug and optimize code. Working knowledge of machine learning, data engineering, and deep learning frameworks. Nice to have: Quantitative / statistics background. Experience building neural networks from scratch.",N/A,N/A,California,Durlston Partners,https://durlstonpartners.com/jobs/model-engineer/,Onsite
C++ Developer,"Up to £140k + bonus. Our client, a successful proprietary trading firm based in New York and London, is currently seeking to hire talented C++ Developers to join their London office. The firm leverages rigorous quantitative analysis and cutting-edge low latency trading systems to deploy intraday systematic and HFT trading strategies across multiple asset classes and products. As a member of their team, you will initially work on their internal crossing system, as well as expand and optimize their exchange connectivity systems. Joining this team means you’ll have the opportunity to work on cutting-edge low latency trading systems, gain exposure to multiple asset classes, and contribute to a culture of innovation and continuous improvement. You’ll be part of a team of experts who are passionate about what they do and committed to excellence. Requirements: Deep knowledge of modern C++ Expertise in data structures and algorithms Experience with memory management/optimisation or experience working on latency sensitive systems Comprehensive knowledge of Linux system internals and networking Experience working on trading systems would be a plus We will respond to all successful candidates shortlisted for this opportunity within 2 days and would advise all candidates to follow our LinkedIn company page for all the latest opportunities.",N/A,N/A,London,Durlston Partners,https://durlstonpartners.com/jobs/c-developer/,Onsite
C++ Engineer,"The chance to be a C++ Developer for a Dubai based Prop Trading Firm Specializing in Digital Assets? Dubai, often considered a global financial hub, is actively striving to secure this title. Its allure lies in zero taxes and year-round sunshine, factors that effortlessly attract top-tier talent while fostering an environment where smaller firms can flourish without facing price competition from industry giants. I am collaborating with an emerging proprietary trading company in Dubai, which is currently in its early stages of development. They are actively seeking dynamic C++ Developers to join their exceptionally skilled team and create trading platforms from the ground up. Relocating to one of the world’s safest cities, while simultaneously doubling your income, appears to be an obvious decision. However, this opportunity offers much more than just financial gain. In addition to the remarkable potential for growth and the substantial support from two prominent figures in the cryptocurrency world, this role presents a unique chance to acquire equity in a leading proprietary trading firm. Moreover, it allows you to enrich your professional portfolio by contributing to the creation of trading systems from scratch, setting you apart from many C++ developers who primarily optimise existing systems. Your role will be pivotal in the continuous enhancement, development, and maintenance of their current trading systems, ensuring efficiency and reliability to uphold their competitive edge. If you possess: A Computer Science degree or a related field from a prestigious university. Three years of commercial experience in C++ development. Proficiency in C++ within a Linux environment. Familiarity with Python (a bonus). A solid background in proprietary trading, market-making, or cryptocurrency firms. Exceptional communication skills. Why should you apply for this role with my client? Contribute to the creation of innovative and exciting projects. Secure equity in a leading proprietary trading firm, on top of a competitive base salary and bonus structure. Enjoy life in the world’s safest and cleanest city. Access global health insurance coverage for both yourself and your family. This opportunity offers you an exciting path to advance your career in the dynamic world of digital asset trading.",N/A,N/A,Dubai,Durlston Partners,https://durlstonpartners.com/jobs/c-engineer/,Onsite
Golang Engineer,"£160k base + Stock options. Our client is an Alternative Data Vendor partnered with leading buy side, sell side and Private Equity funds – they have been growing steadily over the past 3 years (quadrupled in size) and have established themselves as a key player in the industry. They’re hiring a backend engineer to help them sustain their growth. You will work on their core product, an AWS-based data platform processing 100’s GBs of data per month. You will be develop performant and reliable asynchronous APIs to pull, process and display large datasets at speed while also designing and implementing new products to expand their offering! What’s in it for you? Fully remote work (anywhere in Western Europe / UK) Working on advanced tech platforms (Golang / AWS / Kafka and streaming tech) Bureaucracy free environment where you’ll have full ownership of your projects from day 1 Apply now to learn more about this opportunity!",N/A,3 years (quadrupled in size) and have establish,"Remote, UK",Durlston Partners,https://durlstonpartners.com/jobs/golang-engineer-fully-remote-up-to-160k-base/,Remote
